"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"4759",0.805,0,0.026,0.058,0.111
"4760",0.933,0.002,0.013,0.007,0.045
"4761",0.649,0.002,0.088,0.127,0.134
"4762",0.075,0.002,0.05,0.454,0.419
"4763",0.301,0.016,0.071,0.438,0.174
"4764",0.014,0.001,0.014,0.006,0.965
"4765",0.308,0,0.01,0.436,0.246
"4766",0.757,0.025,0.002,0.007,0.209
"4767",0.28,0,0.165,0.216,0.339
"4768",0.481,0,0.003,0.078,0.438
"4769",0.53,0,0,0.013,0.457
"4770",0.038,0.013,0.038,0.294,0.617
"4771",0.52,0,0.071,0.218,0.191
"4772",0.488,0,0.009,0.453,0.05
"4773",0.198,0,0.008,0.489,0.305
"4774",0.327,0,0.084,0.452,0.137
"4775",0.002,0,0.002,0.001,0.995
"4776",0.998,0,0,0,0.002
"4777",0,0.003,0.002,0,0.995
"4778",0.281,0,0.02,0.19,0.509
"4779",0.397,0.001,0.023,0.523,0.056
"4780",0.039,0.112,0.333,0,0.516
"4781",0.914,0,0.003,0.064,0.019
"4782",0.737,0.002,0.001,0.057,0.203
"4783",0.002,0,0.002,0.001,0.995
"4784",0.096,0.003,0.787,0.019,0.095
"4785",0.046,0,0.085,0.411,0.458
"4786",0,0.002,0.002,0.003,0.993
"4787",0.004,0.05,0.3,0.041,0.605
"4788",0.273,0.033,0.029,0.016,0.649
"4789",0.933,0,0,0.021,0.046
"4790",0.287,0.001,0.033,0.53,0.149
"4791",0.009,0.075,0.162,0.009,0.745
"4792",0.982,0,0,0.01,0.008
"4793",0.031,0.005,0.066,0.43,0.468
"4794",0,0.001,0.01,0,0.989
"4795",0.049,0.012,0.008,0.109,0.822
"4796",0.937,0.002,0,0.002,0.059
"4797",0.215,0,0.003,0.529,0.253
"4798",0.759,0,0.001,0.183,0.057
"4799",0.51,0,0.014,0.155,0.321
"4800",0.531,0,0.032,0.168,0.269
"4801",0.736,0,0.081,0.142,0.041
"4802",0.32,0,0.088,0.539,0.053
"4803",0.612,0,0.019,0.221,0.148
"4804",0.919,0,0,0.007,0.074
"4805",0.419,0.002,0.025,0.126,0.428
"4806",0.949,0.001,0.002,0.009,0.039
"4807",0.988,0,0,0.001,0.011
"4808",0,0.001,0.002,0,0.997
"4809",0.807,0.001,0.002,0.138,0.052
"4810",0.359,0,0.037,0.452,0.152
"4811",0.039,0.003,0.078,0.593,0.287
"4812",0,0.002,0.03,0.009,0.959
"4813",0.002,0,0.004,0.003,0.991
"4814",0.999,0,0.001,0,0
"4815",0.946,0,0.001,0.023,0.03
"4816",0,0,0,0,1
"4817",0.391,0,0,0.003,0.606
"4818",0.338,0.001,0.044,0.273,0.344
"4819",0.336,0,0.031,0.343,0.29
"4820",0.96,0,0,0.002,0.038
"4821",0.639,0.001,0.057,0.106,0.197
"4822",0.377,0,0.001,0.565,0.057
"4823",0.724,0,0.046,0.165,0.065
"4824",0.495,0,0.088,0.177,0.24
"4825",0.443,0.002,0.026,0.271,0.258
"4826",0.659,0,0.034,0.08,0.227
"4827",0.965,0.004,0,0.022,0.009
"4828",0.007,0.024,0.204,0.06,0.705
"4829",0.884,0,0.002,0.001,0.113
"4830",0.02,0.001,0.08,0.001,0.898
"4831",0,0.004,0.033,0,0.963
"4832",0.911,0,0,0.017,0.072
"4833",0.056,0.004,0.021,0.122,0.797
"4834",0.028,0.01,0.055,0,0.907
"4835",0.707,0,0.019,0.133,0.141
"4836",0.315,0,0.008,0.555,0.122
"4837",0.794,0,0.04,0.078,0.088
"4838",0.426,0.001,0.025,0.506,0.042
"4839",0.724,0,0.025,0.106,0.145
"4840",0.026,0.006,0.525,0.068,0.375
"4841",0.868,0,0.004,0.12,0.008
"4842",0.031,0,0.215,0.448,0.306
"4843",0.571,0,0.013,0.238,0.178
"4844",0.168,0.001,0.024,0.422,0.385
"4845",0.012,0.069,0.059,0,0.86
"4846",0.463,0.002,0.061,0.338,0.136
"4847",0.058,0.001,0.071,0.249,0.621
"4848",0.992,0,0,0.006,0.002
"4849",0.724,0,0,0.239,0.037
"4850",0.4,0,0.195,0.081,0.324
"4851",0.847,0,0.002,0.134,0.017
"4852",0.944,0,0.005,0.007,0.044
"4853",0.469,0,0.01,0.301,0.22
"4854",0.35,0,0.01,0.533,0.107
"4855",0.234,0,0.015,0.67,0.081
"4856",0.152,0,0.076,0.577,0.195
"4857",0.296,0.001,0.009,0.095,0.599
"4858",0.974,0,0,0.022,0.004
"4859",0.232,0,0.021,0.565,0.182
"4860",0.383,0,0.011,0.08,0.526
"4861",0.939,0.001,0.024,0.002,0.034
"4862",0,0.002,0.002,0.01,0.986
"4863",0.491,0,0.003,0.071,0.435
"4864",0.539,0,0.003,0.383,0.075
"4865",0.503,0,0.012,0.397,0.088
"4866",0.693,0,0.014,0.171,0.122
"4867",0.681,0,0.008,0.161,0.15
"4868",0.38,0,0.032,0.521,0.067
"4869",0.598,0.006,0,0.006,0.39
"4870",0.284,0.001,0.026,0.411,0.278
"4871",0.829,0,0.023,0.014,0.134
"4872",0.896,0,0.031,0.003,0.07
"4873",1,0,0,0,0
"4874",0.467,0.002,0.025,0.481,0.025
"4875",0.939,0,0,0.019,0.042
"4876",0.076,0,0.045,0.272,0.607
"4877",0.28,0,0.006,0.222,0.492
"4878",0,0,0.001,0,0.999
"4879",0.965,0,0,0.002,0.033
"4880",0.029,0,0,0,0.971
"4881",0.003,0.027,0.05,0.001,0.919
"4882",0.996,0,0,0.002,0.002
"4883",0,0,0,0,1
"4884",0.898,0,0,0.03,0.072
"4885",0,0.004,0.014,0,0.982
"4886",0.17,0.037,0.086,0.036,0.671
"4887",0.397,0,0.004,0.115,0.484
"4888",0.914,0,0,0.057,0.029
"4889",0.776,0,0.018,0.152,0.054
"4890",0.303,0,0.071,0.434,0.192
"4891",0.705,0,0.001,0.007,0.287
"4892",0.803,0,0.002,0.187,0.008
"4893",0.198,0,0.001,0.002,0.799
"4894",0.492,0,0.031,0.11,0.367
"4895",0.03,0.061,0.296,0.047,0.566
"4896",0,0.014,0.023,0.002,0.961
"4897",0.551,0,0.005,0.385,0.059
"4898",0,0,0.006,0,0.994
"4899",0.042,0.025,0.207,0.3,0.426
"4900",0,0.009,0.014,0.001,0.976
"4901",0.503,0,0.005,0.299,0.193
"4902",0.264,0,0.01,0.011,0.715
"4903",0.505,0,0.01,0.085,0.4
"4904",0.594,0,0.002,0.234,0.17
"4905",0.363,0.001,0.023,0.104,0.509
"4906",0.708,0.002,0.006,0.264,0.02
"4907",0.483,0,0.021,0.113,0.383
"4908",0.223,0.001,0.005,0.04,0.731
"4909",0.587,0,0.002,0.379,0.032
"4910",0.744,0,0.002,0.22,0.034
"4911",0.186,0,0.005,0.374,0.435
"4912",0.943,0,0.002,0.006,0.049
"4913",0.717,0,0.004,0.048,0.231
"4914",0.769,0.001,0.042,0.025,0.163
"4915",0.08,0.001,0.032,0.542,0.345
"4916",0.006,0.001,0.006,0.002,0.985
"4917",0.564,0,0.003,0.407,0.026
"4918",0.019,0.008,0.1,0.007,0.866
"4919",0.161,0,0.02,0.094,0.725
"4920",0.041,0,0.161,0.575,0.223
"4921",0.964,0,0.003,0.009,0.024
"4922",0.336,0,0.014,0.44,0.21
"4923",0.325,0,0.002,0.175,0.498
"4924",0,0.007,0.089,0.002,0.902
"4925",0.715,0,0.016,0.221,0.048
"4926",0.553,0,0,0.072,0.375
"4927",0.748,0,0.068,0.167,0.017
"4928",0.631,0.001,0.158,0.031,0.179
"4929",0.168,0,0.005,0.095,0.732
"4930",0.862,0,0,0.083,0.055
"4931",0.77,0.002,0.007,0.164,0.057
"4932",0.149,0.002,0.022,0.095,0.732
"4933",0.358,0,0.038,0.535,0.069
"4934",0.773,0,0.003,0.012,0.212
"4935",0.44,0,0.02,0.149,0.391
"4936",0.918,0,0.001,0.014,0.067
"4937",0.017,0.001,0.008,0.06,0.914
"4938",0.025,0.002,0.028,0.18,0.765
"4939",0.323,0.003,0.037,0.132,0.505
"4940",0.38,0,0.022,0.554,0.044
"4941",0.73,0,0.024,0.138,0.108
"4942",0,0,0.038,0,0.962
"4943",0.358,0.001,0.045,0.463,0.133
"4944",0.178,0.001,0.04,0.526,0.255
"4945",0.433,0,0.042,0.233,0.292
"4946",0.833,0,0,0.164,0.003
"4947",0.427,0.035,0.014,0.447,0.077
"4948",0.724,0.001,0.008,0.092,0.175
"4949",0.578,0,0.02,0.21,0.192
"4950",0,0,0.066,0.04,0.894
"4951",0.266,0,0.006,0.076,0.652
"4952",0.25,0,0.027,0.373,0.35
"4953",0.913,0,0,0,0.087
"4954",0.205,0,0.021,0.665,0.109
"4955",0.16,0.002,0.161,0.458,0.219
"4956",0.014,0.008,0.005,0,0.973
"4957",0,0.003,0.088,0.002,0.907
"4958",0.488,0,0.027,0.297,0.188
"4959",0,0.004,0.019,0.001,0.976
"4960",0.035,0,0.423,0.203,0.339
"4961",0,0.001,0.012,0,0.987
"4962",0.646,0,0.013,0.127,0.214
"4963",0.222,0,0.006,0.428,0.344
"4964",0.297,0.003,0.031,0.544,0.125
"4965",0.419,0.004,0.051,0.052,0.474
"4966",0.659,0,0.008,0.069,0.264
"4967",0.771,0.002,0.051,0.009,0.167
"4968",0.499,0,0.003,0.023,0.475
"4969",0.654,0,0.004,0.316,0.026
"4970",0,0,0.007,0,0.993
"4971",0.739,0.001,0.004,0.017,0.239
"4972",0.006,0.006,0.027,0.094,0.867
"4973",0.616,0.003,0.041,0.04,0.3
"4974",0.704,0.001,0.02,0.064,0.211
"4975",0.315,0,0.006,0.038,0.641
"4976",0.003,0.009,0.177,0.013,0.798
"4977",0.466,0,0.017,0.179,0.338
"4978",0.961,0,0.003,0.024,0.012
"4979",0,0.001,0.007,0.009,0.983
"4980",0.503,0,0.007,0.024,0.466
"4981",0.981,0.004,0,0,0.015
"4982",0.298,0,0.003,0.667,0.032
"4983",0.498,0,0.004,0.081,0.417
"4984",0.908,0,0.001,0.01,0.081
"4985",0.012,0.005,0.01,0.013,0.96
"4986",0.916,0.001,0.003,0.03,0.05
"4987",0,0.001,0.001,0,0.998
"4988",0.004,0.001,0.037,0.022,0.936
"4989",0.642,0,0.057,0.191,0.11
"4990",0.546,0.001,0.003,0.144,0.306
"4991",0.566,0,0.008,0.155,0.271
"4992",0.879,0,0.001,0.058,0.062
"4993",0.221,0.003,0.023,0.643,0.11
"4994",0.59,0,0,0.042,0.368
"4995",0.717,0,0.01,0.211,0.062
"4996",0.565,0.001,0.109,0.137,0.188
"4997",0.964,0.001,0,0.002,0.033
"4998",0.792,0.001,0.004,0.045,0.158
"4999",0.822,0,0,0.014,0.164
"5000",0.017,0.004,0.159,0.428,0.392
"5001",0.49,0,0.015,0.104,0.391
"5002",0.598,0,0.003,0.332,0.067
"5003",0.038,0,0.063,0.312,0.587
"5004",0.529,0,0.019,0.151,0.301
"5005",0.667,0,0.002,0.295,0.036
"5006",0,0.019,0.099,0,0.882
"5007",0.44,0.002,0.111,0.179,0.268
"5008",0.184,0,0.022,0.018,0.776
"5009",0.514,0,0.011,0.315,0.16
"5010",0.272,0.002,0.06,0.558,0.108
"5011",0.811,0,0,0,0.189
"5012",0.556,0,0.051,0.071,0.322
"5013",0.013,0.009,0.172,0.004,0.802
"5014",0.797,0,0.003,0.095,0.105
"5015",0.826,0.001,0,0.048,0.125
"5016",0.983,0,0.001,0.003,0.013
"5017",0.981,0,0,0.017,0.002
"5018",0.3,0,0.151,0.221,0.328
"5019",0.99,0,0,0.009,0.001
"5020",0.796,0,0.001,0.037,0.166
"5021",0.712,0.001,0.005,0.24,0.042
"5022",0.225,0.002,0.042,0.569,0.162
"5023",0.368,0.004,0.01,0.094,0.524
"5024",0.052,0.105,0.211,0.009,0.623
"5025",0.678,0.002,0.002,0.04,0.278
"5026",0.901,0,0.002,0.011,0.086
"5027",0.904,0,0,0.005,0.091
"5028",0.202,0,0.001,0.662,0.135
"5029",0.78,0,0.002,0.032,0.186
"5030",0.188,0.001,0.053,0.64,0.118
"5031",0.525,0,0.014,0.297,0.164
"5032",0.072,0.011,0.008,0.002,0.907
"5033",0.903,0,0.003,0.03,0.064
"5034",0.005,0.003,0.289,0.362,0.341
"5035",0.494,0,0.005,0.11,0.391
"5036",0.622,0,0.004,0.099,0.275
"5037",0.351,0,0.011,0.537,0.101
"5038",0.364,0.001,0.043,0.193,0.399
"5039",0,0.008,0.007,0,0.985
"5040",0.011,0.012,0.049,0.002,0.926
"5041",0.942,0.002,0.001,0.013,0.042
"5042",1,0,0,0,0
"5043",0.488,0,0.01,0.377,0.125
"5044",0.735,0,0.061,0.155,0.049
"5045",0.784,0.002,0.013,0.033,0.168
"5046",0.653,0,0.002,0.272,0.073
"5047",0.019,0.023,0.717,0.026,0.215
"5048",0.184,0,0.096,0.31,0.41
"5049",0.413,0.003,0.006,0.463,0.115
"5050",0.004,0.025,0.006,0.002,0.963
"5051",0.247,0.002,0.002,0.001,0.748
"5052",0.007,0.036,0.067,0.009,0.881
"5053",0.936,0,0,0,0.064
"5054",0.763,0,0.003,0.207,0.027
"5055",0.489,0,0.018,0.288,0.205
"5056",0,0,0.006,0,0.994
"5057",0.48,0,0.014,0.106,0.4
"5058",0.017,0,0.042,0.097,0.844
"5059",0.795,0.004,0.004,0.024,0.173
"5060",0.005,0.187,0.296,0.05,0.462
"5061",0.758,0,0.012,0.176,0.054
"5062",0.953,0,0,0.042,0.005
"5063",0.366,0,0.016,0.166,0.452
"5064",0,0,0.002,0,0.998
"5065",0.811,0,0.001,0.167,0.021
"5066",0.695,0,0.002,0.113,0.19
"5067",0.777,0,0.019,0.125,0.079
"5068",0.777,0,0.002,0.197,0.024
"5069",0.405,0,0.026,0.39,0.179
"5070",0.017,0.001,0.127,0.001,0.854
"5071",0.674,0,0.007,0.151,0.168
"5072",0.668,0.003,0.003,0.063,0.263
"5073",0.825,0,0.048,0.011,0.116
"5074",0.755,0.001,0,0.216,0.028
"5075",0.004,0.003,0.028,0.004,0.961
"5076",0.002,0.002,0.037,0,0.959
"5077",0.426,0,0.042,0.206,0.326
"5078",0.336,0.023,0.105,0.252,0.284
"5079",0.854,0,0.001,0.004,0.141
"5080",0.725,0,0.004,0.158,0.113
"5081",0.191,0,0.005,0.09,0.714
"5082",0.538,0.001,0.004,0.066,0.391
"5083",0.469,0.001,0.003,0.506,0.021
"5084",0.545,0,0.006,0.354,0.095
"5085",0.442,0,0.004,0.318,0.236
"5086",0.959,0,0.001,0.015,0.025
"5087",0.148,0.003,0.086,0.589,0.174
"5088",0.655,0,0.007,0.219,0.119
"5089",0.406,0,0.049,0.308,0.237
"5090",0.388,0,0.004,0.004,0.604
"5091",0,0,0.018,0,0.982
"5092",0.341,0,0.058,0.531,0.07
"5093",0.852,0,0,0.04,0.108
"5094",0.987,0,0.001,0.006,0.006
"5095",0.842,0,0.001,0.067,0.09
"5096",0.909,0,0.002,0.018,0.071
"5097",0.039,0.003,0.287,0.255,0.416
"5098",0.857,0,0.003,0.023,0.117
"5099",0.215,0.002,0.148,0.046,0.589
"5100",0.452,0,0.015,0.331,0.202
"5101",0.517,0,0.011,0.222,0.25
"5102",0.457,0.002,0.025,0.429,0.087
"5103",0.808,0,0,0.098,0.094
"5104",0.607,0.001,0.004,0.36,0.028
"5105",0.868,0,0.001,0.025,0.106
"5106",0.029,0.031,0.111,0.003,0.826
"5107",0.938,0,0.001,0.003,0.058
"5108",0.646,0,0.014,0.017,0.323
"5109",0.956,0.001,0.015,0.005,0.023
"5110",0.32,0,0.017,0.302,0.361
"5111",0.001,0.002,0.004,0,0.993
"5112",0.238,0,0.117,0.511,0.134
"5113",0.039,0.001,0.032,0.64,0.288
"5114",0.242,0,0.049,0.522,0.187
"5115",0.103,0.015,0.097,0.644,0.141
"5116",0.567,0,0.011,0.379,0.043
"5117",0.399,0.017,0.027,0.032,0.525
"5118",0.012,0.3,0.046,0.002,0.64
"5119",0.881,0,0,0.021,0.098
"5120",0,0.003,0.009,0.002,0.986
"5121",0.148,0.005,0.23,0.139,0.478
"5122",0,0,0,0,1
"5123",0.43,0,0.017,0.426,0.127
"5124",0.831,0.002,0.015,0.042,0.11
"5125",0.389,0.002,0.017,0.184,0.408
"5126",0.145,0,0.164,0.507,0.184
"5127",0.899,0,0.006,0.005,0.09
"5128",0.336,0,0.003,0.346,0.315
"5129",1,0,0,0,0
"5130",0.899,0,0,0.03,0.071
"5131",0.921,0,0.001,0,0.078
"5132",0.8,0,0.011,0.122,0.067
"5133",0.409,0.007,0.014,0.47,0.1
"5134",0,0.002,0.004,0,0.994
"5135",1,0,0,0,0
"5136",0.924,0.003,0,0.038,0.035
"5137",0.433,0.001,0,0.338,0.228
"5138",0.053,0.024,0.069,0.301,0.553
"5139",0,0.002,0.005,0.001,0.992
"5140",0.335,0,0.091,0.478,0.096
"5141",0.046,0.003,0.265,0.428,0.258
"5142",0.533,0.002,0.041,0.192,0.232
"5143",0.997,0,0,0.003,0
"5144",0.06,0.005,0.084,0.307,0.544
"5145",0.846,0,0.003,0.008,0.143
"5146",0.947,0.004,0.017,0.003,0.029
"5147",0.063,0,0.042,0.261,0.634
"5148",0.315,0.007,0.16,0.111,0.407
"5149",0.011,0.002,0.002,0,0.985
"5150",0,0,0.001,0,0.999
"5151",0.483,0,0.014,0.045,0.458
"5152",0.577,0,0.025,0.242,0.156
"5153",0.431,0.001,0.054,0.227,0.287
"5154",0.562,0,0.015,0.117,0.306
"5155",0.411,0.004,0.056,0.131,0.398
"5156",0.229,0,0.021,0.627,0.123
"5157",0.399,0,0.003,0.001,0.597
"5158",0.979,0,0.003,0.018,0
"5159",0.779,0,0.023,0.06,0.138
"5160",0.742,0,0.002,0.028,0.228
"5161",0.241,0,0.115,0.083,0.561
"5162",0.393,0,0.003,0.406,0.198
"5163",0.639,0.001,0.009,0.144,0.207
"5164",0.616,0,0.005,0.108,0.271
"5165",0.478,0.001,0.022,0.412,0.087
"5166",0.167,0.003,0.089,0.486,0.255
"5167",0.154,0.001,0.001,0.04,0.804
"5168",0.015,0,0.315,0.639,0.031
"5169",0.165,0.001,0.008,0.511,0.315
"5170",0.003,0.034,0.033,0,0.93
"5171",0.795,0,0.004,0.174,0.027
"5172",0.005,0.004,0.337,0.02,0.634
"5173",0.725,0,0.001,0.079,0.195
"5174",0.287,0,0.041,0.596,0.076
"5175",0.479,0.002,0.002,0.482,0.035
"5176",0.868,0,0,0.033,0.099
"5177",0.354,0.002,0.017,0.484,0.143
"5178",0.069,0.002,0.004,0.069,0.856
"5179",0.653,0,0.056,0.182,0.109
"5180",0.573,0,0.018,0.126,0.283
"5181",0.463,0.003,0.04,0.139,0.355
"5182",0.009,0.059,0.253,0.006,0.673
"5183",0.267,0,0.014,0.16,0.559
"5184",0.046,0.007,0.286,0.072,0.589
"5185",0.866,0,0.004,0.104,0.026
"5186",0.657,0,0,0.338,0.005
"5187",0.041,0.002,0.041,0.039,0.877
"5188",0.844,0,0,0.088,0.068
"5189",0.777,0,0,0.184,0.039
"5190",0.929,0,0,0.033,0.038
"5191",0.442,0,0.021,0.378,0.159
"5192",0.977,0.001,0.002,0.007,0.013
"5193",0.025,0.007,0.041,0.181,0.746
"5194",0.015,0.005,0.069,0.101,0.81
"5195",0.038,0.039,0.412,0.146,0.365
"5196",0.665,0,0.001,0.059,0.275
"5197",0.052,0.04,0.121,0.006,0.781
"5198",0,0.535,0.016,0.009,0.44
"5199",0.142,0,0.001,0.001,0.856
"5200",0.755,0.004,0.03,0.03,0.181
"5201",0.539,0,0.021,0.003,0.437
"5202",0.642,0,0.007,0.03,0.321
"5203",0.439,0,0.095,0.155,0.311
"5204",0.021,0.003,0.047,0.02,0.909
"5205",0.002,0.047,0.047,0.002,0.902
"5206",0.033,0.001,0.017,0.077,0.872
"5207",0.544,0,0.01,0.111,0.335
"5208",0.779,0,0.002,0.214,0.005
"5209",0.795,0,0.001,0.158,0.046
"5210",0.978,0,0.001,0.009,0.012
"5211",0.143,0,0.077,0.524,0.256
"5212",0.373,0,0.047,0.417,0.163
"5213",0,0.003,0.005,0,0.992
"5214",0.343,0,0.024,0.404,0.229
"5215",0.472,0,0.039,0.4,0.089
"5216",0.637,0,0.002,0.244,0.117
"5217",0.999,0,0,0.001,0
"5218",0.32,0.003,0.067,0.114,0.496
"5219",0.771,0,0.001,0.154,0.074
"5220",0.041,0.029,0.704,0.038,0.188
"5221",0.722,0,0,0.07,0.208
"5222",0.969,0,0,0.002,0.029
"5223",0.883,0,0,0.065,0.052
"5224",0.579,0,0.001,0.371,0.049
"5225",0.666,0,0.063,0.218,0.053
"5226",0.926,0,0.003,0.027,0.044
"5227",0.371,0.001,0.005,0.562,0.061
"5228",0.653,0,0.017,0.3,0.03
"5229",0,0.016,0.035,0,0.949
"5230",0.638,0,0.02,0.31,0.032
"5231",0.687,0,0.043,0.181,0.089
"5232",0.581,0,0.045,0.07,0.304
"5233",0.61,0,0.018,0.192,0.18
"5234",0.548,0,0.005,0.067,0.38
"5235",0.856,0,0,0.015,0.129
"5236",0.243,0.003,0.027,0.648,0.079
"5237",0.353,0,0.022,0.523,0.102
"5238",0.151,0,0.016,0.783,0.05
"5239",0.65,0,0.056,0.117,0.177
"5240",0.991,0,0,0.006,0.003
"5241",0.864,0.004,0.008,0.008,0.116
"5242",0.351,0.004,0.155,0.397,0.093
"5243",0.001,0.001,0.014,0.002,0.982
"5244",0.55,0,0.002,0.044,0.404
"5245",0.448,0,0.007,0.173,0.372
"5246",0.01,0.018,0.102,0,0.87
"5247",0.052,0.005,0.147,0.101,0.695
"5248",0.055,0.001,0.269,0.505,0.17
"5249",0.282,0,0.044,0.423,0.251
"5250",0.899,0.003,0,0,0.098
"5251",0.139,0,0.02,0.786,0.055
"5252",0.749,0,0.014,0.229,0.008
"5253",0.773,0.002,0.006,0.204,0.015
"5254",0.979,0,0,0,0.021
"5255",1,0,0,0,0
"5256",0.728,0,0.026,0.015,0.231
"5257",0.869,0,0.001,0.012,0.118
"5258",0.025,0.002,0.192,0.476,0.305
"5259",0.234,0,0.018,0.639,0.109
"5260",0.728,0,0,0.258,0.014
"5261",0.726,0,0.008,0.124,0.142
"5262",0.001,0.01,0.046,0.001,0.942
"5263",0.641,0.001,0.009,0.154,0.195
"5264",0.108,0.01,0.028,0.011,0.843
"5265",0.353,0,0.008,0.421,0.218
"5266",0.803,0,0,0,0.197
"5267",0.656,0,0.002,0.304,0.038
"5268",0.936,0,0,0.013,0.051
"5269",0.376,0,0.007,0.518,0.099
"5270",0.402,0,0.074,0.347,0.177
"5271",0.318,0,0.057,0.496,0.129
"5272",0.207,0.003,0.02,0.211,0.559
"5273",0.698,0,0.037,0.175,0.09
"5274",0.043,0.007,0.273,0.028,0.649
"5275",0.195,0.002,0.128,0.339,0.336
"5276",0.022,0,0.149,0.428,0.401
"5277",0.858,0.013,0.017,0.002,0.11
"5278",0.725,0,0.028,0.183,0.064
"5279",0,0,0.018,0,0.982
"5280",0.791,0,0.002,0.198,0.009
"5281",0.832,0,0,0.024,0.144
"5282",0.878,0,0,0.004,0.118
"5283",0.758,0.001,0.007,0.032,0.202
"5284",0.172,0.001,0.033,0.287,0.507
"5285",0.006,0.007,0.579,0.049,0.359
"5286",1,0,0,0,0
"5287",0.732,0.006,0.022,0.039,0.201
"5288",0.768,0.003,0.029,0.066,0.134
"5289",0.56,0,0.005,0.194,0.241
"5290",0,0,0.001,0,0.999
"5291",0,0.006,0.005,0,0.989
"5292",0.039,0.129,0.05,0.002,0.78
"5293",0,0,0.038,0,0.962
"5294",0.937,0,0.005,0.022,0.036
"5295",0.882,0,0.004,0.046,0.068
"5296",0.997,0,0,0.001,0.002
"5297",0.686,0,0.007,0.01,0.297
"5298",0.017,0.001,0.02,0.134,0.828
"5299",0.917,0,0.002,0.024,0.057
"5300",0,0,0,0,1
"5301",0.736,0,0,0.21,0.054
"5302",0.873,0,0.001,0.086,0.04
"5303",0.02,0.001,0.029,0.645,0.305
"5304",0.002,0.006,0.457,0.11,0.425
"5305",0.438,0.001,0.052,0.298,0.211
"5306",0.316,0.002,0.037,0.456,0.189
"5307",0.524,0,0.026,0.362,0.088
"5308",0,0,0.042,0.001,0.957
"5309",0.912,0,0.001,0.078,0.009
"5310",0.037,0.028,0.026,0.005,0.904
"5311",0.973,0.001,0.008,0,0.018
"5312",0,0.002,0.009,0.003,0.986
"5313",0.38,0.039,0.171,0.068,0.342
"5314",0.529,0.001,0.005,0.448,0.017
"5315",0.503,0,0.008,0.275,0.214
"5316",0.551,0.001,0.046,0.354,0.048
"5317",0.748,0,0.004,0.225,0.023
"5318",0.849,0,0,0.005,0.146
"5319",0.67,0.006,0.008,0.292,0.024
"5320",0.532,0,0.051,0.314,0.103
"5321",0.865,0,0.013,0.089,0.033
"5322",0.04,0.001,0.234,0.415,0.31
"5323",0.328,0,0,0.001,0.671
"5324",0.551,0.02,0.048,0.163,0.218
"5325",0.998,0,0.002,0,0
"5326",0,0.002,0.017,0.002,0.979
"5327",0.017,0.008,0.493,0.05,0.432
"5328",0.543,0,0.026,0.066,0.365
"5329",0.633,0.001,0.005,0.098,0.263
"5330",0.996,0,0,0.004,0
"5331",0.466,0,0.005,0.487,0.042
"5332",0,0,0,0,1
"5333",0.596,0.002,0.018,0.297,0.087
"5334",0.023,0.017,0.547,0.001,0.412
"5335",0.607,0,0.121,0.074,0.198
"5336",0.998,0,0,0,0.002
"5337",0.376,0,0.011,0.54,0.073
"5338",0.409,0,0.017,0.234,0.34
"5339",0.956,0,0.001,0.034,0.009
"5340",0.791,0,0.002,0.027,0.18
"5341",0.691,0,0.002,0.229,0.078
"5342",0.049,0.019,0.164,0.057,0.711
"5343",0.772,0,0.003,0.152,0.073
"5344",0.813,0,0.015,0.099,0.073
"5345",0.364,0,0.239,0.317,0.08
"5346",0.666,0,0.004,0.061,0.269
"5347",0.939,0,0.002,0.015,0.044
"5348",0.465,0,0.009,0.357,0.169
"5349",0.661,0,0.035,0.23,0.074
"5350",0.03,0.013,0.366,0.02,0.571
"5351",0.161,0,0.094,0.555,0.19
"5352",0.2,0.041,0.017,0.007,0.735
"5353",0.041,0,0.032,0.477,0.45
"5354",0.148,0.011,0.045,0.135,0.661
"5355",0.277,0,0.027,0.499,0.197
"5356",0.84,0.006,0.002,0.031,0.121
"5357",0.317,0,0.022,0.603,0.058
"5358",0.001,0.001,0.61,0.048,0.34
"5359",0.709,0,0.031,0.161,0.099
"5360",0.477,0,0.012,0.305,0.206
"5361",0.929,0,0,0.005,0.066
"5362",0.96,0,0.001,0.026,0.013
"5363",0.832,0,0.017,0.069,0.082
"5364",0.507,0.001,0.004,0.135,0.353
"5365",0,0.001,0.012,0,0.987
"5366",0.062,0.033,0.267,0.013,0.625
"5367",1,0,0,0,0
"5368",0.655,0,0.008,0.028,0.309
"5369",0.034,0.005,0.069,0.036,0.856
"5370",0.635,0,0.018,0.161,0.186
"5371",0.002,0.02,0.202,0.003,0.773
"5372",0,0.007,0.002,0.005,0.986
"5373",0.944,0,0.001,0.02,0.035
"5374",0.001,0.307,0.202,0,0.49
"5375",0.684,0.002,0.022,0.059,0.233
"5376",0,0.001,0.001,0,0.998
"5377",0.056,0.006,0.005,0,0.933
"5378",0.995,0,0,0.005,0
"5379",0.669,0,0.009,0.195,0.127
"5380",0.851,0,0.001,0.053,0.095
"5381",0.737,0,0.004,0.224,0.035
"5382",0.32,0.001,0.064,0.399,0.216
"5383",0.662,0,0.009,0.258,0.071
"5384",0.331,0,0.015,0.511,0.143
"5385",0.633,0,0.002,0.295,0.07
"5386",0,0,0,0,1
"5387",0.005,0.002,0.004,0.001,0.988
"5388",0.082,0.004,0.11,0.471,0.333
"5389",0.147,0.002,0.031,0.548,0.272
"5390",0.028,0.046,0.206,0.102,0.618
