"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"6018",0.385,0,0,0.611,0.004
"6019",0.002,0,0,0,0.998
"6020",0.855,0.006,0.005,0.002,0.132
"6021",0.819,0,0.001,0.068,0.112
"6022",0.917,0,0.003,0.001,0.079
"6023",0.392,0,0,0.017,0.591
"6024",0.042,0.006,0.077,0.017,0.858
"6025",0.994,0,0,0.006,0
"6026",0.873,0,0.001,0.054,0.072
"6027",0.96,0,0.001,0.037,0.002
"6028",0.978,0,0,0.006,0.016
"6029",0.014,0,0.023,0.178,0.785
"6030",0.503,0,0,0.416,0.081
"6031",0.999,0,0,0,0.001
"6032",0.902,0,0,0,0.098
"6033",0.909,0,0.002,0.077,0.012
"6034",0,0,0.001,0,0.999
"6035",0.993,0,0,0.002,0.005
"6036",0.155,0,0.007,0.815,0.023
"6037",0.023,0,0.124,0.421,0.432
"6038",0.021,0.026,0.107,0.011,0.835
"6039",0.125,0.001,0.061,0.23,0.583
"6040",0.948,0,0,0,0.052
"6041",0.441,0,0.006,0.016,0.537
"6042",0,0,0,0,1
"6043",0.099,0,0.284,0.104,0.513
"6044",0.999,0,0,0,0.001
"6045",0.976,0,0,0.006,0.018
"6046",0.975,0,0.002,0,0.023
"6047",0.917,0,0,0.079,0.004
"6048",0.011,0.004,0.244,0.003,0.738
"6049",0.782,0.001,0.003,0.006,0.208
"6050",0.936,0,0,0.057,0.007
"6051",0.165,0,0,0.703,0.132
"6052",0.874,0.001,0.005,0.015,0.105
"6053",0.483,0,0.001,0.51,0.006
"6054",0.804,0,0.008,0.029,0.159
"6055",0.479,0,0.001,0.467,0.053
"6056",0.941,0,0,0.016,0.043
"6057",0.053,0,0.005,0.101,0.841
"6058",0.601,0,0.028,0.367,0.004
"6059",0.769,0,0.024,0.039,0.168
"6060",0,0,0.001,0,0.999
"6061",0.996,0,0,0.004,0
"6062",0.473,0,0.01,0.512,0.005
"6063",0.128,0,0,0.855,0.017
"6064",0.302,0,0,0.698,0
"6065",0.999,0,0,0,0.001
"6066",0.994,0,0,0.005,0.001
"6067",0.999,0,0,0,0.001
"6068",0.893,0,0.003,0.055,0.049
"6069",0.534,0,0.005,0.456,0.005
"6070",0.996,0,0,0,0.004
"6071",0.014,0,0.168,0.525,0.293
"6072",0,0,0,0,1
"6073",0.014,0.006,0.081,0,0.899
"6074",0.657,0,0.005,0.079,0.259
"6075",0.951,0,0,0.049,0
"6076",0.66,0.002,0.023,0.008,0.307
"6077",0.956,0,0,0.042,0.002
"6078",0.605,0,0,0.383,0.012
"6079",0.782,0.001,0.001,0.071,0.145
"6080",0.778,0.002,0.037,0.007,0.176
"6081",0.933,0,0,0,0.067
"6082",0.011,0.015,0.173,0.014,0.787
"6083",0.233,0,0.11,0.025,0.632
"6084",0.991,0,0,0,0.009
"6085",0.44,0,0.009,0.455,0.096
"6086",0.972,0,0,0.021,0.007
"6087",0.079,0.001,0.002,0,0.918
"6088",0.003,0,0.01,0.462,0.525
"6089",0,0,0,0,1
"6090",0.516,0,0.001,0.476,0.007
"6091",0.011,0,0.004,0,0.985
"6092",0.595,0,0,0.391,0.014
"6093",0,0,0,0,1
"6094",0.288,0,0.028,0.598,0.086
"6095",0.245,0.002,0.021,0.003,0.729
"6096",0.978,0,0,0,0.022
"6097",0.067,0,0.189,0.555,0.189
"6098",0.998,0,0,0,0.002
"6099",0.407,0,0.012,0.438,0.143
"6100",0.974,0,0,0.013,0.013
"6101",0.578,0,0.017,0.316,0.089
"6102",0.021,0.007,0.049,0.008,0.915
"6103",1,0,0,0,0
"6104",0.969,0,0.001,0.022,0.008
"6105",0.666,0,0.003,0.308,0.023
"6106",0.005,0.002,0.125,0,0.868
"6107",0.651,0.004,0.076,0.082,0.187
"6108",0.44,0.02,0.122,0.17,0.248
"6109",0.372,0,0.002,0.58,0.046
"6110",0.862,0,0.002,0.049,0.087
"6111",0.034,0.003,0.009,0.05,0.904
"6112",0.141,0,0.005,0.795,0.059
"6113",0.651,0,0,0.049,0.3
"6114",0.9,0,0,0.091,0.009
"6115",0.878,0,0.026,0.008,0.088
"6116",0.049,0.001,0.007,0.163,0.78
"6117",0.676,0,0.053,0.22,0.051
"6118",0.896,0,0.004,0.027,0.073
"6119",0.037,0.001,0.039,0.015,0.908
"6120",0.005,0,0.015,0.011,0.969
"6121",0.618,0.001,0,0.375,0.006
"6122",0.159,0,0.016,0.785,0.04
"6123",0,0,0,0,1
"6124",0.274,0.003,0.03,0.341,0.352
"6125",0.372,0,0,0.024,0.604
"6126",0.965,0.002,0,0.003,0.03
"6127",0,0,0.007,0,0.993
"6128",0.996,0,0,0,0.004
"6129",0.162,0,0.042,0.707,0.089
"6130",0.356,0,0.015,0.62,0.009
"6131",0.001,0,0.034,0,0.965
"6132",0.946,0,0,0,0.054
"6133",0.268,0,0.004,0.625,0.103
"6134",0.029,0.004,0.059,0.022,0.886
"6135",0.891,0,0.001,0.043,0.065
"6136",0.368,0,0.052,0.576,0.004
"6137",0.084,0.002,0.01,0.073,0.831
"6138",0.955,0,0.001,0.002,0.042
"6139",0.035,0,0.028,0.685,0.252
"6140",0.018,0,0.139,0.295,0.548
"6141",0.906,0,0.001,0.027,0.066
"6142",0.929,0,0,0,0.071
"6143",0,0,0,0,1
"6144",0.799,0,0,0.109,0.092
"6145",0.608,0,0,0.376,0.016
"6146",0.551,0,0,0.448,0.001
"6147",0.5,0,0.188,0.234,0.078
"6148",0.102,0,0,0.879,0.019
"6149",0.753,0,0.001,0.039,0.207
"6150",0.895,0,0.007,0.074,0.024
"6151",0.999,0,0,0,0.001
"6152",0.002,0,0.02,0.001,0.977
"6153",0.307,0,0,0.542,0.151
"6154",0.169,0,0.002,0.789,0.04
"6155",0.011,0,0.207,0.774,0.008
"6156",0.974,0,0,0.013,0.013
"6157",0.807,0,0.013,0.166,0.014
"6158",0.827,0,0.015,0.116,0.042
"6159",0.998,0,0,0,0.002
"6160",0.037,0,0.089,0.41,0.464
"6161",0.883,0,0,0.066,0.051
"6162",0.822,0,0.004,0.012,0.162
"6163",0.492,0,0,0.507,0.001
"6164",0.722,0,0,0.228,0.05
"6165",0.966,0,0,0.014,0.02
"6166",0.442,0,0,0.554,0.004
"6167",0.256,0.004,0.039,0.08,0.621
"6168",0.441,0,0,0.558,0.001
"6169",0.79,0,0.023,0.006,0.181
"6170",0.001,0,0,0,0.999
"6171",0.472,0.004,0.006,0,0.518
"6172",0.136,0,0,0.733,0.131
"6173",0.326,0,0.001,0.655,0.018
"6174",0.952,0,0,0.028,0.02
"6175",0.999,0,0,0,0.001
"6176",0.788,0,0.005,0.001,0.206
"6177",0.39,0,0,0.002,0.608
"6178",0.04,0,0.001,0.041,0.918
"6179",0.424,0,0.001,0.539,0.036
"6180",0.027,0,0.002,0,0.971
"6181",0.131,0,0.06,0.302,0.507
"6182",0.665,0,0.023,0.004,0.308
"6183",0.295,0,0.005,0.625,0.075
"6184",0.452,0,0.2,0.279,0.069
"6185",0.725,0,0,0.056,0.219
"6186",0.231,0,0,0.736,0.033
"6187",0.999,0,0,0,0.001
"6188",0.874,0,0.041,0.016,0.069
"6189",0.005,0,0,0,0.995
"6190",0.256,0,0,0.731,0.013
"6191",0.002,0,0,0,0.998
"6192",0.109,0,0.103,0.518,0.27
"6193",0.926,0,0,0.019,0.055
"6194",0.801,0,0.012,0.12,0.067
"6195",0.826,0.001,0.016,0.017,0.14
"6196",0.001,0,0.449,0.032,0.518
"6197",0.037,0,0,0,0.963
"6198",0.979,0,0,0,0.021
"6199",0.006,0,0,0,0.994
"6200",0.004,0.003,0.559,0.015,0.419
"6201",0.2,0,0.036,0.738,0.026
"6202",0,0.004,0.217,0.004,0.775
"6203",0.005,0,0.516,0.058,0.421
"6204",0.991,0,0,0,0.009
"6205",0.065,0,0.006,0.027,0.902
"6206",0.174,0,0.001,0.726,0.099
"6207",0.978,0,0,0.022,0
"6208",0.41,0,0,0.509,0.081
"6209",0.845,0,0,0.005,0.15
"6210",0.973,0,0,0.027,0
"6211",0.92,0,0,0.055,0.025
"6212",0.032,0.003,0.113,0.431,0.421
"6213",0.007,0,0.011,0.001,0.981
"6214",0.013,0,0.194,0.418,0.375
"6215",0.982,0,0,0.011,0.007
"6216",0.982,0,0,0,0.018
"6217",0.344,0.004,0.07,0.08,0.502
"6218",0.002,0,0,0,0.998
"6219",0.001,0,0,0,0.999
"6220",0.053,0.001,0.002,0.166,0.778
"6221",0.486,0,0.001,0.001,0.512
"6222",0.282,0,0.082,0.543,0.093
"6223",0,0,0,0,1
"6224",0.962,0,0,0.029,0.009
"6225",0.993,0,0,0,0.007
"6226",0.442,0,0.007,0.031,0.52
"6227",0.998,0,0,0,0.002
"6228",0.999,0,0,0,0.001
"6229",0.131,0,0.083,0.703,0.083
"6230",0.09,0,0.029,0.65,0.231
"6231",0.078,0,0,0.814,0.108
"6232",0.873,0,0.002,0.066,0.059
"6233",0.399,0,0.157,0.022,0.422
"6234",0.351,0,0,0.025,0.624
"6235",0.066,0.002,0.034,0.038,0.86
"6236",0.96,0,0,0.014,0.026
"6237",0.481,0,0.001,0.019,0.499
"6238",0.744,0,0,0.252,0.004
"6239",0,0,0,0,1
"6240",0.96,0,0,0,0.04
"6241",0.157,0,0,0.775,0.068
"6242",0.369,0,0.002,0.001,0.628
"6243",0.366,0,0.003,0.601,0.03
"6244",0.095,0.001,0.01,0.231,0.663
"6245",0.708,0,0.006,0.065,0.221
"6246",1,0,0,0,0
"6247",0.999,0,0,0,0.001
"6248",0.295,0,0.003,0.692,0.01
"6249",0.9,0,0.001,0,0.099
"6250",0.923,0,0.001,0.02,0.056
"6251",0.998,0,0,0.002,0
"6252",0.261,0,0,0.716,0.023
"6253",0,0,0.055,0,0.945
"6254",0,0,0,0,1
"6255",0.958,0,0,0.01,0.032
"6256",0.707,0,0.011,0.093,0.189
"6257",0.84,0,0.001,0.152,0.007
"6258",0.743,0,0,0.256,0.001
"6259",0,0,0.001,0,0.999
"6260",0.001,0,0.013,0,0.986
"6261",0.052,0.045,0.032,0,0.871
"6262",0.999,0,0,0,0.001
"6263",0.999,0,0,0,0.001
"6264",0.989,0,0,0,0.011
"6265",0.999,0,0,0,0.001
"6266",0.987,0,0,0,0.013
"6267",0.022,0,0.015,0.062,0.901
"6268",0.847,0,0,0.005,0.148
"6269",0.946,0,0.009,0.043,0.002
"6270",0.008,0,0.009,0,0.983
"6271",0.114,0,0,0.805,0.081
"6272",0.084,0,0.001,0.758,0.157
"6273",0.01,0.008,0.118,0.007,0.857
"6274",0.005,0.085,0.117,0.013,0.78
"6275",0.002,0,0.595,0.067,0.336
"6276",0.964,0,0,0.002,0.034
"6277",0.803,0.002,0.002,0.102,0.091
"6278",0.988,0,0,0.012,0
"6279",0.003,0,0.017,0,0.98
"6280",0.013,0,0.261,0.005,0.721
"6281",0.6,0,0,0.399,0.001
"6282",0.886,0,0,0.012,0.102
"6283",0.744,0,0,0.252,0.004
"6284",0.995,0,0,0.002,0.003
"6285",0.987,0,0,0,0.013
"6286",0.567,0,0.03,0.397,0.006
"6287",0.913,0,0.003,0.073,0.011
"6288",0.992,0,0,0.004,0.004
"6289",0.656,0,0,0,0.344
"6290",0.263,0,0,0.654,0.083
"6291",0.991,0,0,0,0.009
"6292",0.901,0.004,0.023,0.002,0.07
"6293",0.013,0.007,0.316,0.004,0.66
"6294",0.833,0,0.005,0.044,0.118
"6295",0.82,0,0.001,0.008,0.171
"6296",0.879,0,0.002,0.106,0.013
"6297",0.851,0,0,0.005,0.144
"6298",0.447,0,0,0.511,0.042
"6299",0.255,0,0.006,0.612,0.127
"6300",0.027,0.021,0.06,0.013,0.879
"6301",0.156,0,0.002,0.79,0.052
"6302",0.991,0,0,0,0.009
"6303",1,0,0,0,0
"6304",0.983,0,0,0.015,0.002
"6305",0.868,0,0.002,0.005,0.125
"6306",0.903,0,0,0.069,0.028
"6307",0.305,0,0,0.565,0.13
"6308",0.999,0,0,0,0.001
"6309",1,0,0,0,0
"6310",0.749,0,0,0.25,0.001
"6311",0.087,0,0.018,0.752,0.143
"6312",0.919,0,0.004,0.05,0.027
"6313",0.987,0,0,0,0.013
"6314",0.923,0,0,0.071,0.006
"6315",0.038,0,0.042,0.009,0.911
"6316",0.984,0,0,0.013,0.003
"6317",0.315,0,0,0.662,0.023
"6318",0.572,0,0.012,0.06,0.356
"6319",0.004,0,0.303,0.507,0.186
"6320",0.758,0,0.022,0.009,0.211
"6321",0,0,0.449,0,0.551
"6322",0.387,0.002,0.005,0.546,0.06
"6323",0.803,0,0.021,0.127,0.049
"6324",0.018,0.001,0.023,0.001,0.957
"6325",0.041,0.001,0.123,0.004,0.831
"6326",0.917,0,0,0.001,0.082
"6327",0.983,0,0,0.001,0.016
"6328",0.104,0.023,0.386,0.029,0.458
"6329",0.999,0,0,0,0.001
"6330",0.098,0,0,0.887,0.015
"6331",0.979,0,0.001,0.018,0.002
"6332",0.638,0,0,0.022,0.34
"6333",0.155,0,0.008,0.076,0.761
"6334",0.022,0.022,0.083,0.012,0.861
"6335",0.437,0,0,0.557,0.006
"6336",0.999,0,0,0,0.001
"6337",0,0.001,0.054,0,0.945
"6338",0.537,0,0.002,0.026,0.435
"6339",0.254,0,0.011,0.093,0.642
"6340",0.961,0,0,0.037,0.002
"6341",0.993,0,0.001,0.001,0.005
"6342",0.999,0,0,0,0.001
"6343",0.066,0,0.04,0.682,0.212
"6344",0.87,0,0,0.085,0.045
"6345",0.001,0,0.319,0,0.68
"6346",0.87,0,0,0.007,0.123
"6347",0.999,0,0,0,0.001
"6348",0.021,0,0.075,0,0.904
"6349",0.215,0,0,0.769,0.016
"6350",0.315,0,0.002,0.668,0.015
"6351",0.372,0,0,0.024,0.604
"6352",0.12,0,0,0.84,0.04
"6353",0.606,0,0.002,0.053,0.339
"6354",0.344,0,0.005,0.53,0.121
"6355",0.001,0,0.006,0,0.993
"6356",0.999,0,0,0,0.001
"6357",0,0,0.001,0,0.999
"6358",0.199,0.001,0.057,0.221,0.522
"6359",0.017,0.008,0.427,0.026,0.522
"6360",0.986,0,0,0,0.014
"6361",0,0,0,0,1
"6362",0.207,0,0.002,0.687,0.104
"6363",0.001,0,0.004,0.012,0.983
"6364",0.095,0.001,0.034,0.557,0.313
"6365",0.999,0,0,0,0.001
"6366",0.19,0,0.017,0.715,0.078
"6367",0.944,0,0,0.052,0.004
"6368",0.335,0,0.017,0.57,0.078
"6369",0.005,0,0,0,0.995
"6370",0.62,0,0.014,0.358,0.008
"6371",0.038,0.015,0.48,0.076,0.391
"6372",0.221,0.001,0.03,0.108,0.64
"6373",0.963,0,0,0.03,0.007
"6374",0.928,0,0,0.042,0.03
"6375",0,0,0.508,0.002,0.49
"6376",0.999,0,0,0,0.001
"6377",0.901,0.004,0.023,0.002,0.07
"6378",0.756,0,0,0.24,0.004
"6379",0.988,0,0,0,0.012
"6380",0.993,0,0,0,0.007
"6381",0.03,0.003,0.251,0.434,0.282
"6382",0.624,0,0,0.376,0
"6383",0.003,0,0.056,0,0.941
"6384",0.71,0.001,0.046,0.048,0.195
"6385",0.952,0,0.003,0.042,0.003
"6386",0.821,0,0.002,0.167,0.01
"6387",0.764,0,0,0.009,0.227
"6388",0,0,0,0,1
"6389",0.999,0,0,0,0.001
"6390",0.027,0.006,0.395,0.047,0.525
"6391",0.916,0,0,0.003,0.081
"6392",0.03,0,0.001,0.013,0.956
"6393",0.582,0,0.02,0.383,0.015
"6394",0.991,0,0,0.001,0.008
"6395",0.798,0,0,0.004,0.198
"6396",0.999,0,0,0,0.001
"6397",1,0,0,0,0
"6398",0.462,0,0,0.537,0.001
"6399",0.886,0,0,0.005,0.109
"6400",1,0,0,0,0
"6401",0.851,0,0,0.136,0.013
"6402",0.813,0,0,0.187,0
"6403",0.716,0,0,0.283,0.001
"6404",0.038,0,0.001,0.269,0.692
"6405",0.793,0,0.001,0.144,0.062
"6406",0.336,0,0,0.629,0.035
"6407",0.901,0,0,0.005,0.094
"6408",0.885,0.001,0,0,0.114
"6409",0.012,0.004,0.02,0.004,0.96
"6410",0.159,0.227,0.027,0,0.587
"6411",0.999,0,0,0,0.001
"6412",0.949,0,0,0.018,0.033
"6413",0.004,0.001,0,0.001,0.994
"6414",0.995,0,0,0.004,0.001
"6415",0.128,0.002,0,0.002,0.868
"6416",0.936,0,0,0,0.064
"6417",0.602,0.008,0.073,0.138,0.179
"6418",0.999,0,0,0,0.001
"6419",0.999,0,0,0.001,0
"6420",0.965,0,0,0,0.035
"6421",0.696,0,0.003,0.16,0.141
"6422",0.337,0.005,0.009,0.261,0.388
"6423",0.017,0.003,0.394,0.294,0.292
"6424",0.633,0,0,0.367,0
"6425",0.506,0,0,0.435,0.059
"6426",0.057,0.014,0.032,0.44,0.457
"6427",0.944,0,0.011,0.035,0.01
"6428",0.863,0,0.006,0.001,0.13
"6429",0.82,0,0.025,0.105,0.05
"6430",0.007,0,0,0,0.993
"6431",0.066,0.04,0.115,0.002,0.777
"6432",0.596,0,0,0.395,0.009
"6433",0.768,0,0,0.083,0.149
"6434",0.34,0,0.052,0.12,0.488
"6435",0.902,0,0,0,0.098
"6436",0.175,0.011,0.006,0,0.808
"6437",0.008,0.005,0.253,0.003,0.731
"6438",0.006,0.004,0.522,0.049,0.419
"6439",0.002,0,0.003,0.198,0.797
"6440",0.692,0,0.001,0.307,0
"6441",0.063,0.003,0.274,0.107,0.553
"6442",0.001,0,0,0,0.999
"6443",0.001,0,0,0,0.999
"6444",0.679,0,0.003,0.018,0.3
"6445",0,0.002,0.086,0.004,0.908
"6446",0.013,0.012,0.325,0.005,0.645
"6447",0.624,0,0,0.376,0
"6448",0.464,0,0,0.535,0.001
"6449",0.941,0,0,0,0.059
"6450",0.999,0,0,0,0.001
"6451",0.966,0,0,0.014,0.02
"6452",0.999,0,0,0.001,0
"6453",0.549,0,0,0.445,0.006
"6454",0.999,0,0,0,0.001
"6455",0.574,0,0,0.42,0.006
"6456",0.999,0,0,0.001,0
"6457",0.262,0,0.015,0.648,0.075
"6458",0.923,0,0.003,0.005,0.069
"6459",0.252,0,0.016,0.69,0.042
"6460",0,0.003,0.118,0,0.879
"6461",0.979,0,0,0,0.021
"6462",0.987,0,0,0,0.013
"6463",0.45,0,0.005,0.352,0.193
"6464",0.002,0,0.096,0.748,0.154
"6465",0.221,0,0.002,0.591,0.186
"6466",0.475,0,0.005,0.443,0.077
"6467",0.098,0,0,0.887,0.015
"6468",0.888,0,0,0.111,0.001
"6469",0.834,0,0.001,0.151,0.014
"6470",0,0,0,0,1
"6471",0.509,0,0,0.489,0.002
"6472",0.941,0,0,0,0.059
"6473",0.996,0,0,0.001,0.003
"6474",0.449,0,0.023,0.514,0.014
"6475",0.56,0,0,0.422,0.018
"6476",0.159,0,0,0.023,0.818
"6477",0.657,0,0,0.343,0
"6478",0.126,0,0.002,0.817,0.055
"6479",0.963,0,0,0.011,0.026
"6480",0.913,0,0.003,0.073,0.011
"6481",0.93,0,0,0.011,0.059
"6482",0.039,0.003,0.006,0.012,0.94
"6483",0.497,0,0.006,0.481,0.016
"6484",0.95,0,0,0.027,0.023
"6485",0.732,0,0.003,0.128,0.137
"6486",0.999,0,0,0,0.001
"6487",0.011,0.001,0.563,0.069,0.356
"6488",0.037,0,0,0,0.963
"6489",0.973,0,0,0.018,0.009
"6490",0.605,0,0,0.393,0.002
"6491",0.474,0,0.001,0.517,0.008
"6492",0,0,0.24,0.004,0.756
"6493",0.651,0,0,0.299,0.05
"6494",0,0,0,0,1
"6495",0.71,0,0,0,0.29
"6496",0.042,0.008,0.507,0.018,0.425
"6497",0.896,0,0,0,0.104
"6498",0.93,0,0,0.046,0.024
"6499",0.869,0,0.001,0.002,0.128
"6500",0.95,0,0,0,0.05
"6501",0.915,0,0,0.002,0.083
"6502",0.058,0.008,0.045,0.002,0.887
"6503",0.347,0,0.032,0.082,0.539
"6504",0.207,0,0,0.707,0.086
"6505",0.328,0,0.002,0.653,0.017
"6506",0.795,0,0,0.204,0.001
"6507",0.029,0,0.096,0.62,0.255
"6508",0.098,0,0,0.887,0.015
"6509",0.158,0,0.083,0.482,0.277
"6510",0.016,0.048,0.096,0.041,0.799
"6511",0.721,0,0,0.003,0.276
"6512",0.903,0,0,0.001,0.096
"6513",0.997,0,0,0.001,0.002
"6514",0.042,0.008,0.179,0.652,0.119
"6515",0.561,0,0.001,0.029,0.409
"6516",0.447,0,0.133,0.084,0.336
"6517",0.484,0.01,0.006,0.155,0.345
"6518",0.625,0,0.003,0.353,0.019
"6519",0.878,0,0,0.024,0.098
"6520",0.001,0.005,0.292,0,0.702
"6521",0.08,0.004,0.035,0.134,0.747
"6522",0.948,0,0.001,0,0.051
"6523",0.003,0,0.018,0,0.979
"6524",0.728,0,0,0.272,0
"6525",0.166,0,0.01,0.104,0.72
"6526",0.959,0,0,0,0.041
"6527",0.709,0,0.035,0.185,0.071
"6528",0.574,0,0,0.426,0
"6529",0.178,0,0,0.742,0.08
"6530",0.802,0,0.003,0.006,0.189
"6531",0.987,0,0,0,0.013
"6532",0.947,0.001,0.001,0.002,0.049
"6533",0.193,0,0.003,0.674,0.13
"6534",0.02,0,0.253,0.666,0.061
"6535",0.024,0.001,0.244,0.424,0.307
"6536",0.923,0,0.005,0.034,0.038
"6537",0,0,0.072,0,0.928
"6538",0.707,0,0,0.29,0.003
"6539",0,0,0,0,1
"6540",0.352,0,0.012,0.022,0.614
"6541",0.932,0.001,0.002,0.001,0.064
"6542",0.579,0,0.003,0.413,0.005
"6543",0.996,0,0,0,0.004
"6544",0.959,0,0,0,0.041
"6545",0.647,0,0.002,0.31,0.041
"6546",0.044,0,0.001,0.307,0.648
"6547",0.948,0,0,0.006,0.046
"6548",0.004,0.001,0.012,0,0.983
"6549",0.058,0,0.048,0.108,0.786
"6550",0.647,0,0.013,0.225,0.115
"6551",0,0,0,0,1
"6552",0.239,0,0,0.758,0.003
"6553",0.027,0,0.011,0.02,0.942
"6554",0.286,0,0,0.712,0.002
"6555",0.779,0,0,0.187,0.034
"6556",0.991,0,0,0,0.009
"6557",0.368,0.068,0.014,0.004,0.546
"6558",0.577,0,0.001,0.422,0
"6559",0.075,0.02,0.044,0.001,0.86
"6560",0.882,0,0.029,0.053,0.036
"6561",0,0,0.001,0,0.999
"6562",0.033,0,0.17,0.652,0.145
"6563",0.407,0.001,0.275,0.02,0.297
"6564",0.502,0,0,0,0.498
"6565",0.996,0,0,0,0.004
"6566",0.166,0,0,0.01,0.824
"6567",0.229,0,0,0.117,0.654
"6568",0.892,0,0,0.099,0.009
"6569",0,0,0,0,1
"6570",0.931,0,0,0.007,0.062
"6571",0.005,0.002,0.001,0,0.992
"6572",0.37,0,0.02,0.333,0.277
"6573",0.061,0.001,0.003,0.049,0.886
"6574",0.968,0,0,0.03,0.002
"6575",0.184,0,0.002,0.767,0.047
"6576",0.538,0,0.002,0.063,0.397
"6577",0,0,0,0,1
"6578",0.151,0,0.001,0.825,0.023
"6579",0.974,0,0,0.013,0.013
"6580",1,0,0,0,0
"6581",0.228,0,0.001,0.001,0.77
"6582",0.002,0.001,0.111,0.004,0.882
"6583",0.6,0.004,0.005,0.012,0.379
"6584",0.036,0,0.008,0.108,0.848
"6585",0.952,0,0,0,0.048
"6586",0,0.007,0.112,0,0.881
"6587",0.154,0,0.002,0.816,0.028
"6588",0.129,0.005,0.019,0.132,0.715
"6589",0.79,0,0.006,0.102,0.102
"6590",0.694,0,0,0,0.306
"6591",0.031,0,0,0,0.969
"6592",0.886,0,0.005,0.091,0.018
"6593",0.324,0,0.005,0.487,0.184
"6594",0.49,0,0.002,0.449,0.059
"6595",0.986,0,0,0.009,0.005
"6596",0.119,0,0.088,0.531,0.262
"6597",0.048,0.004,0.176,0.715,0.057
"6598",0.997,0,0,0.002,0.001
"6599",0.821,0,0.001,0.052,0.126
"6600",0,0,0,0,1
"6601",0.31,0,0.048,0.336,0.306
"6602",0.118,0,0.005,0.767,0.11
"6603",0.151,0,0.009,0.142,0.698
"6604",0.997,0,0,0,0.003
"6605",0.001,0,0,0,0.999
"6606",0.991,0,0,0,0.009
"6607",0.871,0,0,0.119,0.01
"6608",0.97,0,0,0.021,0.009
"6609",0.005,0.005,0.045,0,0.945
"6610",0.935,0,0,0.062,0.003
"6611",0.417,0,0.003,0.502,0.078
"6612",0.932,0,0.005,0.006,0.057
"6613",0.003,0.022,0.031,0,0.944
"6614",0.307,0,0,0.542,0.151
"6615",0.99,0,0.004,0.005,0.001
"6616",0.96,0,0,0,0.04
"6617",0.999,0,0,0,0.001
"6618",0.89,0,0.002,0.098,0.01
"6619",0.098,0.004,0.052,0.052,0.794
"6620",0.945,0,0,0.032,0.023
"6621",0.981,0,0,0,0.019
"6622",0.902,0,0,0.001,0.097
"6623",1,0,0,0,0
"6624",0.966,0,0,0,0.034
"6625",0.235,0,0,0.666,0.099
"6626",0.738,0,0.001,0.257,0.004
"6627",0.181,0.001,0,0.001,0.817
"6628",0.964,0,0,0.022,0.014
"6629",0,0,0,0,1
"6630",0.029,0.001,0.013,0.012,0.945
"6631",0.956,0,0,0.018,0.026
"6632",0.886,0,0.003,0.006,0.105
"6633",0.433,0,0.019,0.54,0.008
"6634",0.779,0,0,0.217,0.004
"6635",0.014,0,0.051,0.481,0.454
"6636",0.002,0.003,0.002,0.191,0.802
"6637",0,0.004,0.19,0,0.806
"6638",0.068,0.002,0.015,0.055,0.86
"6639",0.139,0,0,0.032,0.829
"6640",0.001,0,0.011,0,0.988
"6641",0.005,0,0.238,0.003,0.754
"6642",0.127,0.116,0.035,0,0.722
"6643",0.996,0,0,0.001,0.003
"6644",0.035,0,0,0,0.965
"6645",0.963,0,0,0.016,0.021
"6646",0.485,0.002,0.016,0.437,0.06
"6647",0.473,0,0,0.08,0.447
"6648",0.115,0,0.019,0.293,0.573
"6649",0.595,0,0.034,0.262,0.109
"6650",0,0,0.002,0,0.998
"6651",0.955,0,0,0.008,0.037
"6652",0.981,0,0,0.019,0
"6653",0.997,0,0,0.001,0.002
"6654",0.997,0,0,0.002,0.001
"6655",0.925,0,0,0,0.075
"6656",0.956,0,0,0.018,0.026
"6657",0.999,0,0,0,0.001
"6658",0.837,0.001,0.005,0.095,0.062
"6659",0.031,0.032,0.084,0.001,0.852
"6660",0,0,0,0,1
"6661",0.39,0,0,0.563,0.047
"6662",0.492,0,0,0.507,0.001
"6663",0.707,0.003,0,0.014,0.276
"6664",0,0.003,0.011,0,0.986
"6665",0.41,0,0,0.509,0.081
"6666",0.193,0,0.004,0.046,0.757
"6667",0,0,0,0,1
"6668",0.933,0,0,0,0.067
"6669",0.989,0,0,0,0.011
"6670",0.051,0.004,0.045,0.028,0.872
"6671",0.904,0,0.057,0.036,0.003
"6672",0.004,0.001,0,0.001,0.994
"6673",0.848,0,0.001,0.006,0.145
"6674",0.966,0.002,0,0.003,0.029
"6675",0.261,0,0,0.716,0.023
"6676",0.366,0,0,0.583,0.051
"6677",0.994,0,0,0,0.006
"6678",0.842,0,0,0.067,0.091
"6679",0.001,0,0,0,0.999
"6680",0.531,0.001,0.017,0.398,0.053
"6681",0.701,0,0.033,0.029,0.237
"6682",0.924,0,0.004,0.052,0.02
"6683",0.008,0,0.029,0,0.963
"6684",0.961,0,0,0.02,0.019
"6685",0.22,0,0.007,0.7,0.073
"6686",0.473,0,0.061,0.415,0.051
"6687",0.142,0,0.029,0.176,0.653
"6688",0.2,0,0.003,0.69,0.107
"6689",0.937,0,0,0.058,0.005
"6690",0.374,0,0,0.622,0.004
"6691",0.905,0,0.013,0.044,0.038
"6692",0.776,0,0,0.081,0.143
"6693",0.986,0,0,0,0.014
"6694",0.279,0.004,0.299,0.012,0.406
"6695",0.002,0,0,0.348,0.65
